conteudo,id_str,alegria,amor,medo,raiva,tristeza,ironia,nulo
"Se os protestos amamhã forem tão grandes quanto os do #15M , Bolsonaro está fu...... #30M #Tsunami30M",1133864174608691206,2,0,0,1,0,2,0
@gleisi Orgulho desses estudantes do meu país #30MpelaEducacao,1134243912632213504,1,1,0,0,0,0,0
#Dia30MeuFilhoNaoVai https://t.co/eCb5iifxnT,1133868465704636417,0,0,0,0,0,0,1
"O que tem de chuva tem de disposição. Olha a galera em Porto Alegre protestando contra os cortes na educação. Pra cima! 
Via @UJSBRASIL 
#30MPelaEducação #RedesPCdoB65 #BrasilPelaEducação #Tsunami30M https://t.co/SPBz6ry1a0",1134229659753897984,1,0,0,0,0,0,0
#TodosPelaEducação https://t.co/1TOLxZ6vU5,1128807685460320257,0,0,0,0,0,0,1
"#TsunamiDaEducação 
#NaRuaPelaEducação https://t.co/eSL56o6TRT",1128829786325966855,0,0,0,0,0,0,2
"#JairBolsonaro a luta continua.
Mexeu com a formiga assanhou o formigueiro.
#g1 
#TsunamiDaEducação 
#15M 
#UNE 
#UFBA 
#UNEB 
#todospelaeducação 
#NaRuaPelaEducação 
#Bolsonaro 
#BolsonaroInimigodaEducacao 
#ReformaDaPrevidenciaOuBuracoNegroFiscal 
#ReformaDaPrevidenciaNAO https://t.co/cmhAHYiKRx",1128746495518367744,0,0,0,1,0,0,0
"#Exclusivo #AoVivo #URGENTE #Brasil #educação #todospelaeducação #Bolsonaro #Brasilien #brasilia #goias #saopaulo 
Infelizmente os Professores ainda é válido classe mais desunida, e tem sido manipulada por sindicalistas de esquerda. https://t.co/0VPa2hVKnE https://t.co/n1Lop0tjqP",1140948075592192001,0,0,0,1,0,0,0
"#15M
Ótimo dia de #Balbúrdia a todos.
Foto da BR em frente a #UFERSA #MOSSORO https://t.co/5knB5uubNh",1128681390193696768,1,0,0,1,0,0,0
"@marcelo010377 #30MpelaEducacao
#Dia30EuVouSim
#Dia30EuVouMamae",1133824465605922817,0,0,0,0,0,0,1
"mt ruim morar numa cidade q n tem manifestação pro educação, mas q tem carreata de bolsominion #Tsunami13A",1161261516441686016,0,0,0,1,1,0,0
"#30M em Alagoinhas-BA! 

#30MpelaEducacao #BrasilPelaEducação https://t.co/omxLBK1FWt",1134183070775611392,0,0,0,0,0,0,3
#TsunamiDaEducação,1128428808380534784,0,0,0,0,0,0,2
"Com o Brasil, #BrasilNasRuas https://t.co/mTqKyALinl",1132780659653660672,0,0,0,0,0,0,1
#jornalnacional decidiu BLOQUEAR todas as manifestações contrárias à reforma da Previdência. Como se não existisse oposição. #30MpelaEducacao https://t.co/3XbDAGWan6,1134248051395244032,0,0,0,1,0,0,0
"A RESISTENCIA CONTRA BOLSONARO VAI VIR DAS MULHERES E DOS ESTUDANTES. LEVANTE!
#TsunamiDaEducação",1128394101089538049,0,0,0,1,0,0,0
Lançamento em  #brasilia  do livro #revolucãolaura  #leisdelaura 👏👏👏👏😍😍📚📖🤘 #todospelaeducacao  #maislivros #menosarmas https://t.co/VS8l8afDc9,1131935371057606656,0,0,0,0,0,0,1
#30MPelaEducação #BrasilPelaEducação https://t.co/BoMXqatGlh,1134085025648062466,0,0,0,0,0,0,1
Concentração para o ato no Largo da Batata em São Paulo. #BrasilPelaEducação #30MPelaEducação #30M https://t.co/xLsWutcQKl,1134175646941405187,0,0,0,0,0,0,1
"Gente inteligente não é massa de manobra.
#Dia30MeuFilhoNaoVai",1133862420089323521,0,0,0,0,0,1,0
"Não serão otários a esse ponto.

#BrasilNasRuas https://t.co/NikqcougoM",1132784678216167424,0,0,0,2,0,0,0
#TsunamiDaEducacao,1128402874688577536,0,0,0,0,0,0,1
"O que começou hoje não pode parar, tem que continuar até que o miliciano esteja bem longe do planalto.

#NaRuaPelaEducacao",1128800866872569858,1,0,0,0,0,0,0
"RT AdamPaes: Pró Reforma da previdência.
Pró Pacote de lei anti-crime.
#BrasilNasRuas https://t.co/L4256RFIcG",1132908182643335168,0,0,0,1,0,0,0
"#Dia30MeuFilhoNaoVai

A passeata promovida por quem destruiu a educação brasileira nas últimas décadas.",1133830825718571008,0,0,0,2,0,0,0
"Dá-lhe @taliriapetrone !
https://t.co/kZIDu1k9l1

#TSUNAMIDAEDUCAÇÃO",1128398896869400576,0,0,0,0,0,0,1
"This is what researchers from Brazilian public universities produce. High end results awarded in first class events.
É isso que pesquisadores de universidades públicas brasileiras produzem. Pesquisa de primeira linha, premiada no evento principal da área. #balburdia.",1134640344140722176,1,0,0,0,0,1,0
@Juca_Mor #Tsunami13Agosto #13A #13AgostoTsunamiEducacao https://t.co/ECeZOBkseE,1161346840597585920,0,0,0,0,0,0,1
"This is not a pro-education protest, It is actually a communist agenda. Most Brazilians support the government! #Dia30MeuFilhoNaoVai https://t.co/EsIJnImlJK",1133838435578535939,0,0,0,1,0,0,0
#Dia30MeuFilhoNaoVai estamos 👀 bem abertos! https://t.co/bn1zg3c4nz,1133858561560338433,1,0,0,0,0,0,0
"Weird
•
•
•
#TiraAMãoDoMeuIF #15M  #tsunamidaeducação #sãoluis ✊🏻🙌🏻💚💪🏻📚 em Deodoro - Centro de São Luis Maranhão https://t.co/OSrWsubGP2",1129078077408108544,0,0,0,0,0,0,1
#BrasilNasRuas https://t.co/6fhijxJWTs,1132778778147598336,0,0,0,0,0,0,1
"#Carnamortadela
#Dia30EuVouTrabalhar 
#Dia30MeuFilhoNaoVai",1134182801463529472,0,0,0,0,0,0,2
"As universidades são alvos prioritários de Bolsonaro justamente porque são, historicamente, locais de resistência e luta em defesa da democracia. O governo quer derrubar a Educação porque a Educação emancipa mentes, dificulta a manipulação e derruba o governo. #TsunamiDaEducação",1128390481820442625,0,0,0,1,0,0,0
Show de cidadania #BrasilNasRuas https://t.co/CUB4SEkYqy,1132828581527248897,1,0,0,0,0,0,0
"#LulaLivreQuintaSDV  #brasilpelaeducacao
#30MpelaEducacao 
#Dia30EuVouTrabalhar 
Michelle Bolsonaro
Regina Duarte https://t.co/85Dvpk4cBN",1134118309849444354,0,0,0,0,0,0,1
Educação não é balbúrdia e não somos idiotas! Todos juntos pela educação. #15M #todospelaeducação #TsunamiDaEducacao em Manifestação No Centro Da Cidade https://t.co/gm1ZKTJAHt,1128810400961761281,0,0,0,1,0,1,0
"Eu escuto com certa frequência que  minha geração é ""mimizenta"". Vendo essas fotos do dia de hoje eu só consigo sentir orgulho de fazer parte disso. #30MpelaEducacao https://t.co/06pznLlJUj",1134244315193122816,2,1,0,0,0,0,0
Juntinhos 🤝✌️🤘🤙👌✋ #BrasilPelaEducacao #TsunamiDaEducacao https://t.co/ax7ioBITpf,1134128871941558272,1,1,0,0,0,0,0
"Disse o universitário maconheiro q compra maconha da facção criminosa q trafica armas.
#Dia30MeuFilhoNaoVai 
#Dia30EuVouTrabalhar https://t.co/fFpmV32ChS",1134095726412271616,0,0,0,1,0,0,0
"O RJ está um caos pela corrupção degenerativa, principalmente na Alerj!
#Dia30MeuFilhoNaoVai https://t.co/EIKR2P7QUY",1134094651768659969,0,0,0,1,0,0,0
"@ToninhoDoZAP #Dia30MeuFilhoNaoVai 
#Dia30EuVouTrabalhar",1134065382141177857,0,0,0,0,0,0,1
"@lobaoeletrico 
🤢🤢🤢🤮🤮🤮🤮💩💩💩💩💩💩💩💩💩💩
#BrasilNasRuas 
#GrandeDia https://t.co/roXtmluIno",1132863381487214595,1,0,0,0,0,0,0
"El #13DeAgosto nació #FidelCastro, quien pese a sus errores y ""amigos"", busco la construcción del #socialismo en #Cuba.
https://t.co/mebs0Z8gjX
#FidelVive #FelizMartes #13Ago #BuenosDias https://t.co/hf9oNd3PgG",1161274850599718912,1,0,0,0,0,0,0
#BrasilNasRuas https://t.co/TOEZwAknUn,1133102796159574016,0,0,0,0,0,0,3
"Isso é absurdo! Imoral!
De novo #BrasilNasRuas 
Senado estuda formas de derrubar o Presidente sem impeachment - RENOVA Mídia https://t.co/qfkCK0We4m via @renovamidia",1132961745935450112,0,0,0,1,0,0,0
"Petralha sendo expulso das manifestações é tudo de bom!
#BrasilNasRuas https://t.co/UMgJiJLeHS",1132785187518078977,1,0,0,0,0,1,0
#TsunamiDaEducação,1159587045234348034,0,0,0,0,0,0,1
"@antonioalvesj15 @kitynery @BolsonaroPreaos @TarascoJane Tá só começando...😈
#BrasilPelaEducação 
#30MpelaEducacao 
#Tsunami30M",1134171937096241152,1,0,0,0,0,1,0
"Quero dizer que aqui em SC tbm teve manifestação e mobilização, nem todos participaram, mas há aqueles q resistem, eu estive. Na escola onde trabalho só pressão dizendo: se vc faltar é falta injustificada, será descontado. Pois eu digo, da próxima irei d novo #TodosPelaEducação",1128847333448454145,1,0,0,0,0,0,0
@VeraLuc71886646 Os meus filhos estarão estudando amanhã. #Dia30MeuFIlhoNaoVai,1133853078032191490,0,0,0,0,0,0,1
"#TsunamiDaEducação
#NaRuaPelaEducação
#15M
https://t.co/mDK6ob47tr",1128834774435549185,0,0,0,0,0,0,1
#ImpeachmentBolsonaro #30M https://t.co/7tovmxSTFX,1129741819498106882,0,0,0,1,0,0,1
"Santa Inês (MA), nas ruas em defesa da educação.
Fotos: Alex Saraiva / Estudantes NINJA
#TodosPelaEducação #TsunamidaEducação #NaRuaPelaEducação https://t.co/h8hKzJxrSn",1128756301008396290,1,0,0,0,0,0,0
@gleisi #Tsunami30M #TsunamidaEducação #Tsunami30M #TsunamiDaEducação #Tsunami30M #TsunamidaEducação,1133854869843058693,1,1,0,0,0,0,0
Tsunami no Rio também. É de norte a sul do Brasil o povo nas ruas em defesa da Educação. #30MpelaEducacao #BrasilPelaEducacao #30M https://t.co/n1girTuXkm,1134233934638800903,1,0,0,0,0,0,0
"@paulacamara_ A educação não melhora sem salários minimamente dignos aos professores. Professor precisa de dinheiro no bolso pra estudar, pra comprar livros, pra pesquisar, ir ao teatro e pra preparar boas aulas. Põe isto na sua cabecinha. #todospelaeducação #educacaoja #30M #30MpelaEducacao",1134235602482864129,0,0,0,1,0,0,0
#Noscansamos #30m #ChileEstáDespertandoCTM https://t.co/PjDwGaYwZl,1129600788047769601,0,0,0,0,0,0,2
#TsunamiDaEducação,1128449322020933632,0,0,0,0,0,0,1
AV. PRESIDENTE VARGAS  RJ #todospelaeducacao https://t.co/m9QzUYihtM,1128804313919307777,0,0,0,0,0,0,1
"@GuilhermeBoulos #TsunamiDaEducação 
#BrasilPelaEducação https://t.co/kntazkkz1H",1134129889748115458,0,0,0,0,0,0,1
"#Dia30MeuFilhoNaoVai
O filho: https://t.co/yxEaYFbH2I",1133865083350728704,0,0,0,0,0,0,1
"Ay Papá Como deben estar 🐁🐁🐀 Hoy cierra Twitter por capacidad, demasiada altura: Vi un cartel que decía ""Se agotaron las entradas #13deAgosto #FidelPorSiempre 
Felicidades Comandante https://t.co/cYvyUe5YbW",1161381705321762816,0,0,0,0,0,0,2
Valorizando o Ensino Público! #30M em São João del Rei https://t.co/yLJjfhHh8c,1134218037316526085,1,0,0,0,0,0,0
"@urbano_caos @kimpkat @JanainaDoBrasil @mamaefalei Porque eles acham que queimar pneu, bandeira do Brasil e boneco do Presidente na frente de crianças é um ato em prol da DEMocracia e do Estado DEMocrático de direito.

#Dia30EuVouTrabalhar",1134185007457722368,0,0,0,1,0,0,0
"Mais uma vez o saldo positivo da manifestação foi escancarar para a sociedade que o gado estudantil, com espírito de rebanho e manipulado, saiu às ruas para fazer balbúrdia sob o falso pretexto de lutar pela educação. O #30MpelaEducacao se transformou na #Marolinha30M. 🤣🤣🤣",1134241092411502592,1,0,0,0,0,1,0
Em Natal-RN  #15M #NaRuaPelaEducação #EuDefendoAEducação #TsunamiDaEducação # https://t.co/DYd392pPMY https://t.co/nMIzucVrZP,1128774936200396802,0,0,0,0,0,0,1
"@ptbrasil #Dia30MeuFilhoNaoVai 

O Brasil não precisa de vcs esquerdo4patas",1133835615202623488,0,0,0,1,0,0,0
"#BrasilNasRuas 
#lulanacadeia https://t.co/CQGEpTL09F",1133007546229383168,0,0,0,0,0,0,1
#todospelaeducacao,1128808419249524738,0,0,0,0,0,0,1
#BrasilNasRuas https://t.co/AianSbKJZl,1132785773713993728,0,0,0,0,0,0,2
#BrasilNasRuas  foi lindo de se ver !! https://t.co/Tqwh3gmcL8,1132972705203073024,1,0,0,0,0,0,0
💚❤ #tiraamaodomeuif https://t.co/rv3BgKnLiN,1126295192489873410,0,0,0,1,0,0,0
#Dia30MeuFilhoNaoVai o mst tá fazendo facurdade kkkkkkkkk,1133838463025991688,2,0,0,0,0,2,0
"Barack Obama diz que o jovem deve ser incentivado a pensar, a direita brasileira e o governo bolsonaro quer que o jovem não pense...
#BrasilPelaEducação 
#BolsonaroÉUmPerigoParaOBrasil",1134256269517295618,0,0,0,0,1,1,0
"No ifsc eu ganhei uma segunda família, e não vai ser agora que vão tirar ela de mim.
#TiraAMãoDoMeuIF https://t.co/mlPOV6f4NI",1125925741542223873,0,1,0,1,0,0,0
"#topissima08 #crianças #ADonadoPedaco #youtube  #instagram #inscrevase
#sextadetremura #30MpelaEducacao   #BrasilPelaEducacao  #LARxSCCP   https://t.co/8MrxoVgYWd",1134237781784498178,0,0,0,0,0,0,1
#Dia30MeuFilhoNaoVai,1133864859794386946,0,0,0,0,1,0,0
"A UFPE e todas as universidades vão participar do #TsunamiDaEducação

Não deixem de comparecer a esse Movimento. 

É nosso futuro que está em risco! https://t.co/VlpgUPn9dC",1128433875787702274,0,0,1,1,0,0,0
@samiabomfim #Dia30EuVouTrabalhar,1134260160946458624,0,0,0,0,0,0,1
"VOCÊS QUEREM PROTESTAR, MAS NÃO FICA QUEBRANDO AS COISAS CARALHO #TodosPelaEducação",1128802450746617856,0,0,0,1,0,0,0
#Marolinha30M,1134241149248557056,0,0,0,0,0,0,1
#TsunamiDaEducação #NaRuaPelaEducação  #RiodeJaneiro #candelaria https://t.co/gbzhd7deoj,1128742428201095170,0,0,0,0,0,0,1
"Povinho revoltado pq o bolsonaro chamou de Idiotas úteis, se tivesse chamado de VAGABUNDOS tinha sido melhor e mais coerente... ✌🏻😅
#TsunamiDaEducacao #BrasilComWeintraub #NaRuaPelaEducaçao #TodosPelaEducação",1128785517536055296,0,0,0,0,0,1,0
"#TodosPelaEducação #TsunamiDaEducação  #NaRuaPelaEducação #15m 

Hoje foi lindimais! :))
Participar de atos assim exaure o exterior mas revigora muito o interior
Valeu BH! https://t.co/ilZxiHbbVM",1128748802746269696,1,0,0,0,0,0,0
#BrasilNasRuas # https://t.co/rR8a3JysHk,1132831311075434497,0,0,0,0,0,0,2
"Faz a homofobia #Fraquejar

#SegundaDetremuraSDV
#lingerieday
#Tsunami13A 
#VazaMaisGreenwald https://t.co/ZJ4hNXcrwQ",1155862958976720896,0,0,0,1,0,0,0
"@mariadorosario @gleisi @mariellefranco Essa garota mitou, fez até o mortadelaço perder a graça. 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
#Dia30EuVouTrabalhar #Dia30MeuFilhoNaoVai #DireitaUnida #DireitaSegueDireita",1134226128271564806,2,0,0,0,0,1,0
"@o_antagonista Cadê o dinheiro que estava aquí? Os parlamentares comeu... Onde vai o dinheiro cortado da educação!

#Dia30VaiSerMaior #TodosPelaEducação",1134029438746857472,0,0,0,1,0,1,0
@MidiaNINJA @MiguelNicolelis #30MpelaEducacao,1134214403388268545,0,0,0,0,0,0,1
Acabando la visita @manusandom hablando de ✈ #13deagosto #visitasnocturnas #visitaalcementeriosanAmaro https://t.co/rgq2a0VjMI,1150146035110617093,0,0,0,0,0,0,2
"Dia 15 de maio é dia nacional de paralisação em defesa da educação!

#15M #TiraAMãoDaFederal #TiraAMãodoMeuIF #bolsonarorespeiteauniversidade #educaçãonãoémercadoria #ParalisaçãoNacional #Balbúrdia #NaRuaPelaEducação #TodosPelaEducação #UniversidadePública #Educação #EducaRedes https://t.co/tmZPkiJAiI",1128281376061628417,1,0,0,0,0,0,0
#Tsunami13A #LulaLivreQuartaSDV https://t.co/gBAWvlx5kH,1159250235371282432,0,0,0,0,0,0,2
#NaRuaPelaEducacao Ei povo legal ajuda aí subir a tag #Foravalmarchiori please,1128787205336514560,0,0,0,1,0,0,0
@CarlaZambelli17 @ivoneuman #BrasilNasRuas #reformasja,1132960029072662529,0,0,0,0,0,0,1
@Luiz05292218 #BrasilNasRuas,1132782238322626560,0,0,0,0,0,0,1
Vergonha alheia kkkkkkk #Marolinha30M,1134233411407765505,1,0,0,0,0,1,0
Hoje descobrimos que robô não faz manifestação na rua. #FoliaDosCusProlapsados #BrasilNasRuas #LulaLivreDomingoSDV #lula,1132792829674237952,0,0,1,0,0,0,0
@RogerioCorreia_ Tá bonito #30MPelaEducacao,1134236218076663810,1,0,0,0,0,0,0
#15M #TsunamiDaEducação https://t.co/gWtoZzS9Yh,1128427801055571969,0,0,0,0,0,0,1
Do interior à Capital em defesa do Instituto Federal #TsunamiDaEducação,1128414896448835591,1,0,0,0,0,0,0
"Alô, São Paulo!!!

#30MpelaEducacao 
#Tsunami30M 
#30M https://t.co/dvdAEtJ7g6",1134214641524117504,0,0,0,0,0,0,2
"@Marcos_11_66 @j_damassa @jaciel_dias @jacinieto @JaelSchneider1 @JailsonLopes86 @JaimeFersilva @JairoOl37177747 @jakson10 #BrasilNasRuas
SDV",1133165566334767105,0,0,0,0,0,0,1
Órgão do MPF diz que decreto das armas de Bolsonaro é inconstitucional https://t.co/2qrAeJjcxY #TsunamiDaEducação,1128399803291979776,0,0,1,0,0,0,0
@escolasempartid Olá ministro @AbrahamWeint. Dá uma olhadinha... #Dia30EuVouTrabalhar,1134199456700801024,0,0,0,0,0,0,1
"@CarlosBolsonaro @direitaminas Hoje foi dia da pelegada nas ruas.
Quem trabalha se manifesta aos finais de semana.
#Dia30EuVouTrabalhar",1134252317778292737,0,0,0,0,0,1,0
"#BrasilNasRuas  

Aconteceu o q muitos da própria direita previram: BozoNaro deu um tiro no pé. Que bom 

#GrandeDia https://t.co/XsmIujSGcQ",1132888103025356800,2,1,0,1,0,1,0
"Não faltam motivos p/irmos às ruas no #13deAgosto: corte de recursos na educação, pesquisas sendo paralisadas, falta de luz nas universidades, falta de comida em creches, retirada de direitos dos trabalhadores e trabalhadoras, fim da aposentadoria... #TsunamiDaEducacao #Dia13ÉRua",1159489526965972992,0,1,0,1,0,0,0
"@DelaneBrites Sim. #Marolinha30M 
Vocês e nem a mídia partidária não enganam mais ninguém. 
Algo mais??",1134230923820589057,0,0,0,0,0,1,0
"Que falta faz um anti-doping nessas horas...
#TsunamiDaEducação 
#forabolsonaro 
#naruapelaeducação https://t.co/kwHvPqBDZR",1128803240475283458,1,0,0,0,0,0,0
@MidiaNINJA Kkkkkk... Pouquíssima gente... Só os mortadelas anencéfalos foram??? #Dia30EuVouTrabalhar #Tsunami30M #TsunamiDaEducacao #BrasilPelaEducacao,1134142063681900545,0,0,0,0,0,1,0
Agora é que eu vou pra rua meesmo! #Dia13ÉRua #13a https://t.co/2HAWPheJqc,1159555508132556800,1,0,0,0,0,0,0
"Please help support #30M Contra o País de Idiota, add a #Twibbon now! https://t.co/ypKswVdb7K",1133883623210225664,0,0,0,1,0,0,0
"Freire resiste.
A Academia, os alunos e os professores resistem. 
A educação incomoda fascista porque é dela que vai nascer nossa primavera... revolução.
#30MpelaEducacao #Tsunami30M https://t.co/JE7oKc5iUT",1134244436647600128,0,0,0,1,0,0,0
#Dia30VaiSerMaior #TodosPelaEducaçãoPublica #NaRuaPelaEducação https://t.co/ncyoOez6sL,1134092240798846977,0,0,0,0,0,0,1
#tiramaodomeuif #juntospelaeducacao  #balburdia #balburdianauniversidadepublica #bolsonarocovarde em Esplanada Dos Ministérios https://t.co/QuEuZ2sUVe,1128696897701597186,0,0,0,1,0,0,0
Fruto de grande #Balburdia. https://t.co/gJxZVOLnMK,1132104499026382848,0,0,0,0,0,0,1
A escolha que o Brasil quer é mais investimento na educação! #30MPelaEducacao #BrasilPelaEducação,1134105950703562752,0,0,0,0,0,1,0
#TsunamiDaEducacao #Tsunami13A,1157690519516041216,0,0,0,0,0,0,2
@valeriamonica7 @marisajungh #Dia30MeuFilhoNaoVai,1133859644747788288,0,0,0,0,0,0,1
"@sorodrigues21 Tem que ser antes do dia 30, muitas trapaças estão acontecendo na Pça dos Três Poderes! #BrasilNasRuas",1139861112353148930,0,0,0,0,0,0,1
#Tsunami13A começa com intensa mobilização em todo País. Confira vídeos e imagens https://t.co/bgVb19yHvw,1161328138128900096,0,0,0,0,0,0,1
#TsunamiDaEducação #NaRuaPelaEducação https://t.co/7c1pVScmGR,1128770863308902403,0,0,0,0,0,0,1
"Com a chuva, fica mais difícil estimar quantas pessoas participam de ato contra os cortes na educação, mas manifestantes se estendem por centenas de metros nas proximidades do Túnel da Conceição em Porto Alegre #30MpelaEducacao #sul21aovivo https://t.co/0ZeFH0FGVi",1134226265945313282,1,0,0,0,0,1,0
#TsunamiDaEducação #NaRuaPelaEducação #15M #TodosPelaEducação https://t.co/h1GtP5wO7n,1128735946718031874,0,0,0,0,0,0,2
"#TsunamiDaEducacao 
#Tsunami13A 
#CorrenteEsquerdista https://t.co/UcWCxIkYNk",1161381795499270144,0,0,0,0,0,0,1
@PresidenBr deu mesmo #BrasilNasRuas,1132853818314694656,0,0,0,0,0,0,2
"#TBT de Luta do #15M e #30M

No próximo dia 13 estaremos mais uma vez nas ruas em defesa da educação.

#13A  #Tsunamidaeducacao #EuDefendoAUfopa https://t.co/jiRRpUKRW9",1159627825198051329,0,0,0,0,0,0,1
#Dia30MeuFilhoNaoVai https://t.co/117e1C9WxR,1133856139496611840,0,0,0,0,0,0,1
"@GDimenstein Nobel de Camões???
ABESTADO. 
CHICO PAU NO C* É BURRO COMO VOCÊ
#Dia30MeuFilhoNaoVai #Dia30EuVouTrabalhar",1134171093554651143,0,0,0,1,0,0,0
"@rogeriasssoares @MaizaNatal @Damadeferroofic #Dia30MeuFIlhoNaoVai 
Não!",1133864996042137606,0,0,0,0,0,0,1
"@MenegucciThais Villa, só de citar o nome do Pres.Bolsonaro, vc já  está cometendo leviandade; assuma q vc tem falado  besteira demais!!! Seu afastamento é consequência de posicionamentos deturpados que não estão em consonância com os verdadeiros anseios da sociedade.#Dia30MeuFilhoNaoVai",1134091492937609217,0,0,0,1,0,0,0
"#Balburdia em Pelotas, RS. Cerca de 16 mil pessoas nas ruas. Propus na minha fala que cada IF, cada Universidade, cada entidade colocasse um ônibus para estarmos no dia 14/6 em Brasília na Greve Geral contra cortes na educação e reforma da previdência. O que achas? https://t.co/TsJFdkFp46",1128849578843955201,0,0,0,0,0,0,1
Já falei na escola que dia  #30MpelaEducaçao nem apareço lá .,1133191851371048960,0,0,0,0,0,0,1
"Mano, foi lindo, a ilha tava linda, cheia de estudante, professores, trabalhadores etc, os sensatos, logicamente, mds, q orgulho do meu país São Luís. 💖 #NaRuaPelaEducação #TsunamiDaEducação #15M #15MGreveGeral",1128835938556289024,1,1,0,0,0,0,0
"#AmanhãSeráMaior e #Dia30VaiSerMaior 
#EuVou na #TsunamiDaEducação  a #Tsunami30M https://t.co/0Oey1Mr7yI",1133848688508461056,0,0,0,0,0,0,1
@FernandoHoliday #TsunamiDaEducacao #bolsonaroinimigodaeducacao #BolsonaroEnvergonhaOBrasil https://t.co/spfetxCSQK,1134264317740802048,0,0,0,0,0,0,1
"#30M prepara o #14Jun unificando trabalhadores, professores e estudantes! https://t.co/kfum3OnmMm",1134617562946396160,1,0,0,0,0,0,1
"Se eu me armo de livros, eu me livro de armas #todospelaeducacao",1128807110756753408,0,0,0,1,0,0,0
"""Me armo de livros e me livro de arma""
#15M 
#30M vai ser maior https://t.co/0JtEbgv7jY",1131993386339250176,1,0,0,1,0,0,0
#TsunamiDaEducação - https://t.co/DKkMvdWwPD,1128417668304973833,0,0,0,0,0,0,1
#30MpelaEducacao #Tsunami30M #BrasilPelaEducação #BrasilPelaEducacao #TsunamiDaEducacao https://t.co/4pOIcL7Wk4,1134231471433142272,0,0,0,0,0,0,1
a primeira sola do tênis pós eleição foi gasta e foi um ato gigante. a maratona dos dias sombrios está aberta!!!!! #TodosPelaEducação,1128839649085001728,0,0,0,0,0,0,1
"Núcleo da UJS Simões Filho, na Bahia, preparados pra defender a educação. 👊🏽✊🏾
#tsunami30m #30mpelaeducacao #brasilpelaeducação https://t.co/NrEqpNRiMh",1134082024023777280,1,0,0,0,0,0,0
@anabdo2107 @pshayashida #Marolinha30M tmj,1134244186671202306,0,0,1,0,0,0,1
"#13A
#TsunamiDaEducacao https://t.co/MZDr3iyPPq",1159466804303073282,1,1,0,0,0,0,1
#BrasilNasRuas menos 10 https://t.co/laCtvJhxNp,1133050001708462080,0,0,0,1,0,0,1
MPF processa Weintraub e pede R$ 5 mi por dano moral a alunos e professores https://t.co/gxlEjHFY7b #Dia30VaiSerMaior #TodosPelaEducaçãoPublica #NaRuaPelaEducação,1134092151875391489,0,0,0,0,0,0,2
"Estudantes na rua o governo treme!

Foi assim em 68, foi assim com Collor!

Educação não tem lado! A greve de 2015 dos professores e funcionários do ensino superior tá aí pra provar!

#30MpelaEducacao",1134224501347160065,0,0,0,1,0,0,0
"#Moro é ou não é UM #PauMandadoDosEUA ?
https://t.co/Z1kashxeq5 #MoroNaCadeia #ForaDallagnol #ForaBol卐onaro #ForaMoro #MoroNaCadeia é o #Brasil livre de #CORRUPTION #corrupción #Corruptos #LulaLivreQuintaSDV #TsunamiDaEducacao",1162103183436656640,0,0,0,0,0,0,1
E sua casa tá como? #15M #NaRuaPelaEducação #UniversidadeNaRua https://t.co/hyVwb1FJa6,1128001854829363201,0,0,0,0,0,0,1
@SenadoFederal e @camaradeputados escutem o povo. #BrasilNasRuas https://t.co/RWhe6gDUOL,1132985042035236864,0,0,0,1,0,0,0
"@VemPraRua_br Nem precisa se preocupar com notas e blá blá blá o povo não precisa mais de vocês viraram as costas para o povo e provaram apenas que são inúteis como o MBL .
#BrasilNasRuas",1132835354061549569,0,0,0,1,1,0,0
Puro PTralha #Marolinha30M,1134232564783357953,0,0,0,0,0,0,1
#TsunamiDaEducação https://t.co/fDwOlITyEB,1128405436162551814,0,0,0,0,0,0,1
"Na outra rede social...

""Bandeiras vermelhas, gritos de liberdade, alguém tem dúvida que as manifestações não foram pela educação?""
""MST se transformou em estudantes hoje kk""
""Tal governo não pagou tanto pela educação""

Eles estão fissurados e isso é doença. #NaRuaPelaEducação",1128806994486484992,1,0,0,0,0,2,0
"Manifestação no centro da cidade em dia útil SIM pra causar transtornos SIM! 

Afinal, se fosse pra fazer graça a gente ia domingo pra Copacabana com blusa da seleção. 

#Tsunami30M
#Dia30GiganteToNessa
#Dia30VaiSerMaior
#EuAvisei #BolsonaroEnvergonhaOBrasil #todospelaeducacao https://t.co/SdeBLqB9VZ",1133876121798369285,1,0,0,1,0,2,0
"#Dia30BotucatuPelaEducação
#30M  #EleNão 
#Dia30MeuFilhoNaoVai https://t.co/kTxrthQP1S",1133808314196942848,0,0,0,0,0,0,2
"EDUCAÇÃO É LIBERDADE!

#30MpelaEducacao #BrasilPelaEducação #30M https://t.co/sG9rSssc4n",1134196083276623872,1,0,0,0,0,0,1
"@JulyB_Lucille Ouvi dizer que centrão sem acento pode, o que não pode, é centrão com acento! Mas aí, se usar centrão sem acento tá errado, ou seja, teremos que continuar usando centrão, com acento mesmo! Entendeu centrão!?!
#Dia30MeuFilhoNaoVai 
😈😈😈😈😈",1133846013561724928,0,0,0,0,0,1,0
"E fiquem atentos: na Praça do Ciclista tem muito PM esperando o #30MpelaEducacao que sobe a Rebouças. Não caiam em provocações. Sabemos como a PM paulista ""ama"" estudantes https://t.co/D9Uws4BfFn",1134228746481950725,0,0,0,1,0,1,0
